frame_idx,category,timestamp_sec,filename
5948,far_side,237.92,far_side\frame_005948.jpg
6120,crowd_duel,244.8,crowd_duel\frame_006120.jpg
6123,crowd_duel,244.92,crowd_duel\frame_006123.jpg
6395,crowd_duel,255.8,crowd_duel\frame_006395.jpg
7654,crowd_duel,306.16,crowd_duel\frame_007654.jpg
7676,lost_gaps,307.04,lost_gaps\frame_007676.jpg
7733,lost_gaps,309.32,lost_gaps\frame_007733.jpg
7791,lost_gaps,311.64,lost_gaps\frame_007791.jpg
8127,lost_gaps,325.08,lost_gaps\frame_008127.jpg
8211,lost_gaps,328.44,lost_gaps\frame_008211.jpg
8296,lost_gaps,331.84,lost_gaps\frame_008296.jpg
8597,crowd_duel,343.88,crowd_duel\frame_008597.jpg
8732,lost_gaps,349.28,lost_gaps\frame_008732.jpg
8789,lost_gaps,351.56,lost_gaps\frame_008789.jpg
8846,lost_gaps,353.84,lost_gaps\frame_008846.jpg
9008,far_side,360.32,far_side\frame_009008.jpg
9165,far_side,366.6,far_side\frame_009165.jpg
10013,far_side,400.52,far_side\frame_010013.jpg
10077,far_side,403.08,far_side\frame_010077.jpg
10162,lost_gaps,406.48,lost_gaps\frame_010162.jpg
10356,lost_gaps,414.24,lost_gaps\frame_010356.jpg
10551,lost_gaps,422.04,lost_gaps\frame_010551.jpg
10708,fast_motion,428.32,fast_motion\frame_010708.jpg
10714,fast_motion,428.56,fast_motion\frame_010714.jpg
10727,lost_gaps,429.08,lost_gaps\frame_010727.jpg
10829,lost_gaps,433.16,lost_gaps\frame_010829.jpg
10931,lost_gaps,437.24,lost_gaps\frame_010931.jpg
11047,fast_motion,441.88,fast_motion\frame_011047.jpg
11053,fast_motion,442.12,fast_motion\frame_011053.jpg
11147,far_side,445.88,far_side\frame_011147.jpg
11549,crowd_duel,461.96,crowd_duel\frame_011549.jpg
11550,crowd_duel,462.0,crowd_duel\frame_011550.jpg
11769,crowd_duel,470.76,crowd_duel\frame_011769.jpg
11778,far_side,471.12,far_side\frame_011778.jpg
11841,far_side,473.64,far_side\frame_011841.jpg
12881,fast_motion,515.24,fast_motion\frame_012881.jpg
12885,fast_motion,515.4,fast_motion\frame_012885.jpg
13273,far_side,530.92,far_side\frame_013273.jpg
13305,far_side,532.2,far_side\frame_013305.jpg
13581,fast_motion,543.24,fast_motion\frame_013581.jpg
13715,far_side,548.6,far_side\frame_013715.jpg
14027,lost_gaps,561.08,lost_gaps\frame_014027.jpg
14084,lost_gaps,563.36,lost_gaps\frame_014084.jpg
14142,lost_gaps,565.68,lost_gaps\frame_014142.jpg
14465,crowd_duel,578.6,crowd_duel\frame_014465.jpg
14852,fast_motion,594.08,fast_motion\frame_014852.jpg
14871,crowd_duel,594.84,crowd_duel\frame_014871.jpg
15237,fast_motion,609.48,fast_motion\frame_015237.jpg
15238,fast_motion,609.52,fast_motion\frame_015238.jpg
15280,crowd_duel,611.2,crowd_duel\frame_015280.jpg
16036,far_side,641.44,far_side\frame_016036.jpg
16886,lost_gaps,675.44,lost_gaps\frame_016886.jpg
16960,lost_gaps,678.4,lost_gaps\frame_016960.jpg
17034,lost_gaps,681.36,lost_gaps\frame_017034.jpg
17513,lost_gaps,700.52,lost_gaps\frame_017513.jpg
17575,lost_gaps,703.0,lost_gaps\frame_017575.jpg
17638,lost_gaps,705.52,lost_gaps\frame_017638.jpg
17671,lost_gaps,706.84,lost_gaps\frame_017671.jpg
17729,lost_gaps,709.16,lost_gaps\frame_017729.jpg
17788,lost_gaps,711.52,lost_gaps\frame_017788.jpg
18352,fast_motion,734.08,fast_motion\frame_018352.jpg
18353,fast_motion,734.12,fast_motion\frame_018353.jpg
18505,lost_gaps,740.2,lost_gaps\frame_018505.jpg
18614,lost_gaps,744.56,lost_gaps\frame_018614.jpg
18724,lost_gaps,748.96,lost_gaps\frame_018724.jpg
18778,crowd_duel,751.12,crowd_duel\frame_018778.jpg
19424,far_side,776.96,far_side\frame_019424.jpg
19426,far_side,777.04,far_side\frame_019426.jpg
20201,fast_motion,808.04,fast_motion\frame_020201.jpg
20354,crowd_duel,814.16,crowd_duel\frame_020354.jpg
21284,far_side,851.36,far_side\frame_021284.jpg
21846,fast_motion,873.84,fast_motion\frame_021846.jpg
21850,fast_motion,874.0,fast_motion\frame_021850.jpg
21852,fast_motion,874.08,fast_motion\frame_021852.jpg
21853,fast_motion,874.12,fast_motion\frame_021853.jpg
21854,fast_motion,874.16,fast_motion\frame_021854.jpg
21855,fast_motion,874.2,fast_motion\frame_021855.jpg
21877,lost_gaps,875.08,lost_gaps\frame_021877.jpg
22040,lost_gaps,881.6,lost_gaps\frame_022040.jpg
22203,lost_gaps,888.12,lost_gaps\frame_022203.jpg
22349,fast_motion,893.96,fast_motion\frame_022349.jpg
22351,fast_motion,894.04,fast_motion\frame_022351.jpg
22354,fast_motion,894.16,fast_motion\frame_022354.jpg
22439,far_side,897.56,far_side\frame_022439.jpg
22461,far_side,898.44,far_side\frame_022461.jpg
22511,crowd_duel,900.44,crowd_duel\frame_022511.jpg
22648,far_side,905.92,far_side\frame_022648.jpg
22882,crowd_duel,915.28,crowd_duel\frame_022882.jpg
23526,far_side,941.04,far_side\frame_023526.jpg
23611,far_side,944.44,far_side\frame_023611.jpg
23626,crowd_duel,945.04,crowd_duel\frame_023626.jpg
24134,lost_gaps,965.36,lost_gaps\frame_024134.jpg
24308,lost_gaps,972.32,lost_gaps\frame_024308.jpg
24483,lost_gaps,979.32,lost_gaps\frame_024483.jpg
24758,fast_motion,990.32,fast_motion\frame_024758.jpg
24763,fast_motion,990.52,fast_motion\frame_024763.jpg
24773,fast_motion,990.92,fast_motion\frame_024773.jpg
25282,fast_motion,1011.28,fast_motion\frame_025282.jpg
25657,far_side,1026.28,far_side\frame_025657.jpg
25705,lost_gaps,1028.2,lost_gaps\frame_025705.jpg
25772,lost_gaps,1030.88,lost_gaps\frame_025772.jpg
25839,lost_gaps,1033.56,lost_gaps\frame_025839.jpg
25858,fast_motion,1034.32,fast_motion\frame_025858.jpg
25868,fast_motion,1034.72,fast_motion\frame_025868.jpg
25869,fast_motion,1034.76,fast_motion\frame_025869.jpg
26016,lost_gaps,1040.64,lost_gaps\frame_026016.jpg
26078,lost_gaps,1043.12,lost_gaps\frame_026078.jpg
26140,lost_gaps,1045.6,lost_gaps\frame_026140.jpg
26361,crowd_duel,1054.44,crowd_duel\frame_026361.jpg
26539,lost_gaps,1061.56,lost_gaps\frame_026539.jpg
26620,lost_gaps,1064.8,lost_gaps\frame_026620.jpg
26701,lost_gaps,1068.04,lost_gaps\frame_026701.jpg
26729,crowd_duel,1069.16,crowd_duel\frame_026729.jpg
26733,lost_gaps,1069.32,lost_gaps\frame_026733.jpg
26829,lost_gaps,1073.16,lost_gaps\frame_026829.jpg
26925,lost_gaps,1077.0,lost_gaps\frame_026925.jpg
27004,far_side,1080.16,far_side\frame_027004.jpg
27225,lost_gaps,1089.0,lost_gaps\frame_027225.jpg
27333,lost_gaps,1093.32,lost_gaps\frame_027333.jpg
27441,lost_gaps,1097.64,lost_gaps\frame_027441.jpg
27508,crowd_duel,1100.32,crowd_duel\frame_027508.jpg
28186,crowd_duel,1127.44,crowd_duel\frame_028186.jpg
28265,far_side,1130.6,far_side\frame_028265.jpg
29117,crowd_duel,1164.68,crowd_duel\frame_029117.jpg
29239,fast_motion,1169.56,fast_motion\frame_029239.jpg
29634,crowd_duel,1185.36,crowd_duel\frame_029634.jpg
29712,lost_gaps,1188.48,lost_gaps\frame_029712.jpg
29824,lost_gaps,1192.96,lost_gaps\frame_029824.jpg
29937,lost_gaps,1197.48,lost_gaps\frame_029937.jpg
29983,lost_gaps,1199.32,lost_gaps\frame_029983.jpg
30103,lost_gaps,1204.12,lost_gaps\frame_030103.jpg
30223,lost_gaps,1208.92,lost_gaps\frame_030223.jpg
30378,far_side,1215.12,far_side\frame_030378.jpg
30526,lost_gaps,1221.04,lost_gaps\frame_030526.jpg
30716,lost_gaps,1228.64,lost_gaps\frame_030716.jpg
30907,lost_gaps,1236.28,lost_gaps\frame_030907.jpg
30909,lost_gaps,1236.36,lost_gaps\frame_030909.jpg
31170,lost_gaps,1246.8,lost_gaps\frame_031170.jpg
31432,lost_gaps,1257.28,lost_gaps\frame_031432.jpg
31564,far_side,1262.56,far_side\frame_031564.jpg
32240,far_side,1289.6,far_side\frame_032240.jpg
32337,far_side,1293.48,far_side\frame_032337.jpg
32384,far_side,1295.36,far_side\frame_032384.jpg
32486,crowd_duel,1299.44,crowd_duel\frame_032486.jpg
32782,far_side,1311.28,far_side\frame_032782.jpg
33501,lost_gaps,1340.04,lost_gaps\frame_033501.jpg
33606,lost_gaps,1344.24,lost_gaps\frame_033606.jpg
33712,lost_gaps,1348.48,lost_gaps\frame_033712.jpg
33714,lost_gaps,1348.56,lost_gaps\frame_033714.jpg
33826,lost_gaps,1353.04,lost_gaps\frame_033826.jpg
33939,lost_gaps,1357.56,lost_gaps\frame_033939.jpg
34355,crowd_duel,1374.2,crowd_duel\frame_034355.jpg
34363,crowd_duel,1374.52,crowd_duel\frame_034363.jpg
34622,crowd_duel,1384.88,crowd_duel\frame_034622.jpg
35091,far_side,1403.64,far_side\frame_035091.jpg
35105,far_side,1404.2,far_side\frame_035105.jpg
35142,far_side,1405.68,far_side\frame_035142.jpg
35911,crowd_duel,1436.44,crowd_duel\frame_035911.jpg
35938,crowd_duel,1437.52,crowd_duel\frame_035938.jpg
35959,far_side,1438.36,far_side\frame_035959.jpg
36088,crowd_duel,1443.52,crowd_duel\frame_036088.jpg
36122,far_side,1444.88,far_side\frame_036122.jpg
36433,lost_gaps,1457.32,lost_gaps\frame_036433.jpg
36504,lost_gaps,1460.16,lost_gaps\frame_036504.jpg
36575,lost_gaps,1463.0,lost_gaps\frame_036575.jpg
36754,lost_gaps,1470.16,lost_gaps\frame_036754.jpg
36901,lost_gaps,1476.04,lost_gaps\frame_036901.jpg
37048,lost_gaps,1481.92,lost_gaps\frame_037048.jpg
37412,crowd_duel,1496.48,crowd_duel\frame_037412.jpg
37482,lost_gaps,1499.28,lost_gaps\frame_037482.jpg
37550,lost_gaps,1502.0,lost_gaps\frame_037550.jpg
37618,lost_gaps,1504.72,lost_gaps\frame_037618.jpg
38021,far_side,1520.84,far_side\frame_038021.jpg
38086,far_side,1523.44,far_side\frame_038086.jpg
38765,far_side,1550.6,far_side\frame_038765.jpg
38803,far_side,1552.12,far_side\frame_038803.jpg
38848,lost_gaps,1553.92,lost_gaps\frame_038848.jpg
39200,lost_gaps,1568.0,lost_gaps\frame_039200.jpg
39553,lost_gaps,1582.12,lost_gaps\frame_039553.jpg
40047,fast_motion,1601.88,fast_motion\frame_040047.jpg
40086,fast_motion,1603.44,fast_motion\frame_040086.jpg
40087,fast_motion,1603.48,fast_motion\frame_040087.jpg
40137,fast_motion,1605.48,fast_motion\frame_040137.jpg
40141,fast_motion,1605.64,fast_motion\frame_040141.jpg
40153,fast_motion,1606.12,fast_motion\frame_040153.jpg
40157,fast_motion,1606.28,fast_motion\frame_040157.jpg
41728,fast_motion,1669.12,fast_motion\frame_041728.jpg
41942,far_side,1677.68,far_side\frame_041942.jpg
42114,lost_gaps,1684.56,lost_gaps\frame_042114.jpg
42174,lost_gaps,1686.96,lost_gaps\frame_042174.jpg
42234,lost_gaps,1689.36,lost_gaps\frame_042234.jpg
42679,lost_gaps,1707.16,lost_gaps\frame_042679.jpg
42751,lost_gaps,1710.04,lost_gaps\frame_042751.jpg
42823,lost_gaps,1712.92,lost_gaps\frame_042823.jpg
42910,lost_gaps,1716.4,lost_gaps\frame_042910.jpg
43020,lost_gaps,1720.8,lost_gaps\frame_043020.jpg
43130,lost_gaps,1725.2,lost_gaps\frame_043130.jpg
43818,far_side,1752.72,far_side\frame_043818.jpg
43921,crowd_duel,1756.84,crowd_duel\frame_043921.jpg
44223,fast_motion,1768.92,fast_motion\frame_044223.jpg
44225,fast_motion,1769.0,fast_motion\frame_044225.jpg
45109,lost_gaps,1804.36,lost_gaps\frame_045109.jpg
45271,lost_gaps,1810.84,lost_gaps\frame_045271.jpg
45433,lost_gaps,1817.32,lost_gaps\frame_045433.jpg
45978,fast_motion,1839.12,fast_motion\frame_045978.jpg
46026,crowd_duel,1841.04,crowd_duel\frame_046026.jpg
46160,fast_motion,1846.4,fast_motion\frame_046160.jpg
46228,far_side,1849.12,far_side\frame_046228.jpg
46242,fast_motion,1849.68,fast_motion\frame_046242.jpg
46244,fast_motion,1849.76,fast_motion\frame_046244.jpg
46245,fast_motion,1849.8,fast_motion\frame_046245.jpg
46410,lost_gaps,1856.4,lost_gaps\frame_046410.jpg
46648,lost_gaps,1865.92,lost_gaps\frame_046648.jpg
46886,lost_gaps,1875.44,lost_gaps\frame_046886.jpg
48532,fast_motion,1941.28,fast_motion\frame_048532.jpg
48534,fast_motion,1941.36,fast_motion\frame_048534.jpg
48678,crowd_duel,1947.12,crowd_duel\frame_048678.jpg
49178,far_side,1967.12,far_side\frame_049178.jpg
49489,crowd_duel,1979.56,crowd_duel\frame_049489.jpg
50199,fast_motion,2007.96,fast_motion\frame_050199.jpg
50267,fast_motion,2010.68,fast_motion\frame_050267.jpg
50328,lost_gaps,2013.12,lost_gaps\frame_050328.jpg
50415,lost_gaps,2016.6,lost_gaps\frame_050415.jpg
50503,lost_gaps,2020.12,lost_gaps\frame_050503.jpg
51522,crowd_duel,2060.88,crowd_duel\frame_051522.jpg
52080,far_side,2083.2,far_side\frame_052080.jpg
52232,crowd_duel,2089.28,crowd_duel\frame_052232.jpg
52457,far_side,2098.28,far_side\frame_052457.jpg
52685,crowd_duel,2107.4,crowd_duel\frame_052685.jpg
52775,crowd_duel,2111.0,crowd_duel\frame_052775.jpg
53135,crowd_duel,2125.4,crowd_duel\frame_053135.jpg
53152,crowd_duel,2126.08,crowd_duel\frame_053152.jpg
53744,crowd_duel,2149.76,crowd_duel\frame_053744.jpg
53993,crowd_duel,2159.72,crowd_duel\frame_053993.jpg
54092,crowd_duel,2163.68,crowd_duel\frame_054092.jpg
54219,far_side,2168.76,far_side\frame_054219.jpg
54463,lost_gaps,2178.52,lost_gaps\frame_054463.jpg
54523,lost_gaps,2180.92,lost_gaps\frame_054523.jpg
54583,lost_gaps,2183.32,lost_gaps\frame_054583.jpg
54918,far_side,2196.72,far_side\frame_054918.jpg
54989,far_side,2199.56,far_side\frame_054989.jpg
55137,crowd_duel,2205.48,crowd_duel\frame_055137.jpg
55166,far_side,2206.64,far_side\frame_055166.jpg
55760,crowd_duel,2230.4,crowd_duel\frame_055760.jpg
56981,crowd_duel,2279.24,crowd_duel\frame_056981.jpg
56993,far_side,2279.72,far_side\frame_056993.jpg
57088,crowd_duel,2283.52,crowd_duel\frame_057088.jpg
57394,far_side,2295.76,far_side\frame_057394.jpg
57431,far_side,2297.24,far_side\frame_057431.jpg
57577,far_side,2303.08,far_side\frame_057577.jpg
58025,crowd_duel,2321.0,crowd_duel\frame_058025.jpg
58089,crowd_duel,2323.56,crowd_duel\frame_058089.jpg
58113,far_side,2324.52,far_side\frame_058113.jpg
58154,lost_gaps,2326.16,lost_gaps\frame_058154.jpg
58219,lost_gaps,2328.76,lost_gaps\frame_058219.jpg
58285,lost_gaps,2331.4,lost_gaps\frame_058285.jpg
58779,fast_motion,2351.16,fast_motion\frame_058779.jpg
58781,fast_motion,2351.24,fast_motion\frame_058781.jpg
58782,fast_motion,2351.28,fast_motion\frame_058782.jpg
58785,fast_motion,2351.4,fast_motion\frame_058785.jpg
58847,fast_motion,2353.88,fast_motion\frame_058847.jpg
58848,fast_motion,2353.92,fast_motion\frame_058848.jpg
59645,crowd_duel,2385.8,crowd_duel\frame_059645.jpg
60443,lost_gaps,2417.72,lost_gaps\frame_060443.jpg
60548,lost_gaps,2421.92,lost_gaps\frame_060548.jpg
60653,lost_gaps,2426.12,lost_gaps\frame_060653.jpg
60984,crowd_duel,2439.36,crowd_duel\frame_060984.jpg
61247,crowd_duel,2449.88,crowd_duel\frame_061247.jpg
61666,far_side,2466.64,far_side\frame_061666.jpg
62062,fast_motion,2482.48,fast_motion\frame_062062.jpg
62438,fast_motion,2497.52,fast_motion\frame_062438.jpg
62443,fast_motion,2497.72,fast_motion\frame_062443.jpg
62450,fast_motion,2498.0,fast_motion\frame_062450.jpg
62452,fast_motion,2498.08,fast_motion\frame_062452.jpg
62715,fast_motion,2508.6,fast_motion\frame_062715.jpg
62717,fast_motion,2508.68,fast_motion\frame_062717.jpg
62811,crowd_duel,2512.44,crowd_duel\frame_062811.jpg
62812,far_side,2512.48,far_side\frame_062812.jpg
62848,crowd_duel,2513.92,crowd_duel\frame_062848.jpg
63403,crowd_duel,2536.12,crowd_duel\frame_063403.jpg
63577,lost_gaps,2543.08,lost_gaps\frame_063577.jpg
63648,lost_gaps,2545.92,lost_gaps\frame_063648.jpg
63719,lost_gaps,2548.76,lost_gaps\frame_063719.jpg
63966,far_side,2558.64,far_side\frame_063966.jpg
64008,far_side,2560.32,far_side\frame_064008.jpg
64134,crowd_duel,2565.36,crowd_duel\frame_064134.jpg
64212,crowd_duel,2568.48,crowd_duel\frame_064212.jpg
64241,crowd_duel,2569.64,crowd_duel\frame_064241.jpg
64521,crowd_duel,2580.84,crowd_duel\frame_064521.jpg
64625,crowd_duel,2585.0,crowd_duel\frame_064625.jpg
64653,crowd_duel,2586.12,crowd_duel\frame_064653.jpg
64658,crowd_duel,2586.32,crowd_duel\frame_064658.jpg
65877,fast_motion,2635.08,fast_motion\frame_065877.jpg
66131,far_side,2645.24,far_side\frame_066131.jpg
66768,crowd_duel,2670.72,crowd_duel\frame_066768.jpg
67314,crowd_duel,2692.56,crowd_duel\frame_067314.jpg
67358,crowd_duel,2694.32,crowd_duel\frame_067358.jpg
67544,crowd_duel,2701.76,crowd_duel\frame_067544.jpg
67549,crowd_duel,2701.96,crowd_duel\frame_067549.jpg
67552,far_side,2702.08,far_side\frame_067552.jpg
67645,fast_motion,2705.8,fast_motion\frame_067645.jpg
67648,fast_motion,2705.92,fast_motion\frame_067648.jpg
67957,fast_motion,2718.28,fast_motion\frame_067957.jpg
67958,fast_motion,2718.32,fast_motion\frame_067958.jpg
68174,far_side,2726.96,far_side\frame_068174.jpg
68182,crowd_duel,2727.28,crowd_duel\frame_068182.jpg
68198,far_side,2727.92,far_side\frame_068198.jpg
68523,far_side,2740.92,far_side\frame_068523.jpg
68843,far_side,2753.72,far_side\frame_068843.jpg
68853,fast_motion,2754.12,fast_motion\frame_068853.jpg
68854,fast_motion,2754.16,fast_motion\frame_068854.jpg
68940,lost_gaps,2757.6,lost_gaps\frame_068940.jpg
69017,lost_gaps,2760.68,lost_gaps\frame_069017.jpg
69095,lost_gaps,2763.8,lost_gaps\frame_069095.jpg
69612,fast_motion,2784.48,fast_motion\frame_069612.jpg
69616,fast_motion,2784.64,fast_motion\frame_069616.jpg
69617,fast_motion,2784.68,fast_motion\frame_069617.jpg
69645,lost_gaps,2785.8,lost_gaps\frame_069645.jpg
69760,lost_gaps,2790.4,lost_gaps\frame_069760.jpg
69875,lost_gaps,2795.0,lost_gaps\frame_069875.jpg
69883,far_side,2795.32,far_side\frame_069883.jpg
70200,far_side,2808.0,far_side\frame_070200.jpg
70206,far_side,2808.24,far_side\frame_070206.jpg
70258,fast_motion,2810.32,fast_motion\frame_070258.jpg
70320,fast_motion,2812.8,fast_motion\frame_070320.jpg
